Raison sociale;SIRET;Code NAF;Libellé NAF;Région;Date de labellisation;Date de fin de labellisation;Univers;geolocetablissement
MANUFACTURE ROYALE BONVALLET;42507580100026;13.30Z;Ennoblissement textile (13.30Z);HAUTS-DE-FRANCE;2022-10-24;2027-10-22;Ameublement et Décoration;49.907745, 2.277868
A.S. CLASSIC ENGINEERING;51037593400021;45.20A;Entretien et réparation de véhicules automobiles légers (45.20A);AUVERGNE-RHÔNE-ALPES;2022-12-12;2027-12-10;Loisirs et Transports;46.200962, 5.60392
GOULIBEUR;39345646200018;10.72Z;Fabrication de biscuits, biscottes et pâtisseries de conservation (10.72Z);NOUVELLE AQUITAINE;2023-01-03;2028-01-01;Gastronomie;46.614218, 0.337909
SIGEBENE;32853922600030;31.01Z;Fabrication de meubles de bureau et de magasin (31.01Z);CENTRE-VAL-DE-LOIRE;2023-02-02;2028-01-31;Ameublement et Décoration;48.636459, 1.511052
LAITERIE LE GALL;37638001000011;10.51B;Fabrication de beurre (10.51B);BRETAGNE;2023-06-06;2028-06-03;Gastronomie;47.991054, -4.063651
NORKI DÉCORATION;52951027300038;14.20Z;Fabrication d’articles en fourrure (14.20Z);GRAND-EST;2023-07-24;2028-07-21;Ameublement et Décoration;48.501131, 7.482432
GIRON;82622015400015;25.93Z;Fabrication d’articles en fils métalliques, de chaînes et de ressorts (25.93Z);NOUVELLE AQUITAINE;2023-07-25;2028-07-22;Equipements Industriels, Médicaux, Mécaniques;46.845571, 0.545418
S.A.R.L. ATELIERS E.M.G.;40254142900047;16.23Z;Fabrication de charpentes et d’autres menuiseries (16.23Z);ILE-DE-FRANCE;2023-09-11;2028-09-08;Architecture et Patrimoine Bâti;43.19519480441646, -0.2533980058714886
CVL LUMINAIRES;06020047400033;27.40Z;Fabrication d’appareils d’éclairage électrique (27.40Z);PAYS-DE-LA-LOIRE;2023-10-02;2028-09-29;Ameublement et Décoration;47.55761581673408, -0.6619641296597222
INÉDIT JOAILLIER;34532176400010;32.12Z;Fabrication d’articles de joaillerie et bijouterie (32.12Z);NORMANDIE;2023-10-02;2028-09-29;Mode et beauté;49.443413, 1.091497
Billards Bréton;58980566200014;32.40Z;Fabrication de jeux et jouets (32.40Z);ILE-DE-FRANCE;2023-10-26;2028-10-23;Loisirs et Transports;48.897245, 2.091871
SYLVAPLAK;32808477700015;16.21Z;Fabrication de placage et de panneaux de bois (16.21Z);PAYS-DE-LA-LOIRE;2023-10-27;2028-10-24;Equipements Industriels, Médicaux, Mécaniques;46.790573, -0.925176
THEUS INDUSTRIES;39122128000012;27.52Z;Fabrication d’appareils ménagers non électriques (27.52Z);PROVENCE-ALPES-COTE D'AZUR;2023-11-22;2028-11-19;Equipements Industriels, Médicaux, Mécaniques;43.831858, 5.046541
VENTOUX MOTEURS INGENIERIE;95041334400017;45.20A;Entretien et réparation de véhicules automobiles légers (45.20A);PROVENCE-ALPES-COTE D'AZUR;2023-11-22;2028-11-19;Loisirs et Transports;44.046097, 5.047335
BIOULAC ROBERT ET FILS;82959092600012;43.91B;Travaux de couverture par éléments (43.91B);AUVERGNE-RHÔNE-ALPES;2023-12-08;2028-12-05;Architecture et Patrimoine Bâti;44.702754, 2.503009
JAS HENNESSY ET COMPAGNIE SA;90562003500014;11.01Z;Production de boissons alcooliques distillées;NOUVELLE AQUITAINE;2023-12-26;2028-12-23;Gastronomie;45.696289, -0.331305
EBENISTERIE PIERRE JOUSSOT ET FILS;32579376800012;31.09B;Fabrication d’autres meubles et industries connexes de l’ameublement (31.09B);BOURGOGNE-FRANCHE-COMTÉ;2024-03-17;2029-03-15;Ameublement et Décoration;46.817366, 4.830845
MAISON PICHON;89385328300016;23.41Z;Fabrication d’articles céramiques à usage domestique ou ornemental (23.41Z);OCCITANIE;2024-03-25;2029-03-23;Arts de la table;43.961573, 4.797392
SARL CHAUSSURES CUIR MICHIGAN;33496101800036;15.20Z;Fabrication de chaussures (15.20Z);PAYS-DE-LA-LOIRE;2024-03-26;2029-03-24;Mode et beauté;50.988885, 2.077584
COUTELLERIE DE LAGUIOLE HONORE DURAND;38787699800106;47.78C;Autres commerces de détail spécialisés divers (47.78C);OCCITANIE;2024-06-21;2029-06-19;Arts de la table;44.681468, 2.856821
COSTET DECORATION;52510066500013;23.13Z;Fabrication de verre creux;ILE-DE-FRANCE;2025-03-21;2030-03-19;Arts de la table;48.96414987935208, 1.8079466807938476
ATELIER MONCEAU RESTAURATIONS DE MEUBLES;51840743200021;95.24Z;Réparation de meubles et d'équipements du foyer;ILE-DE-FRANCE;2025-03-21;2030-03-19;Ameublement et Décoration;48.880695295255414, 2.3031578672942783
HUGOTAG ENNOBLISSEMENT;30134203600029;13.30Z;Ennoblissement textile;AUVERGNE-RHÔNE-ALPES;2025-03-27;2030-03-25;Mode et beauté;45.934578, 4.271497
PATISSERIE ARTIGARREDE;4728011000017;10.71D;Pâtisserie;NOUVELLE AQUITAINE;2025-05-26;2030-05-24;Gastronomie;43.18845650052077, -0.6154331025969233
Rozière;42738003500027;16.23Z;Fabrication de charpentes et d’autres menuiseries (16.23Z);OCCITANIE;2025-06-11;2030-06-09;Architecture et Patrimoine Bâti;48.86905113079772, 2.331238394281253
NEO;50929454200014;13.92Z;Fabrication d'articles textiles, sauf habillement;Auvergne-Rhône-Alpes;2025-06-26;2030-06-24;"Fournitures, Équipements et Matériaux;Sports et Activités de plein air";45.774931068428266, 6.233340647047578
ART GRAPHIQUE ET PATRIMOINE;39332832300059;71.12A;Activité des géomètres;ILE-DE-FRANCE;2025-06-26;2030-06-24;Architecture et Patrimoine bâti;48.90319075616431, 2.3648588079995365
ARTORIA;33155158000011;23.41Z;Fabrication d'articles céramiques à usage domestique ou ornemental;Nouvelle-Aquitaine;2025-07-04;2030-07-02;Arts de la table;45.84530675525982, 1.2889505261762773
Andouilles Rivalan Quidu;40298100500018;10.13B;Charcuterie (10.13B);BRETAGNE;2019-08-30;2024-08-27;Gastronomie;48.065374009999246, -3.20649961741907
Empreintes Nature;53271197500021;20.41Z;Fabrication de savons, détergents et produits d’entretien (20.41Z);NOUVELLE AQUITAINE;2019-08-30;2024-08-27;Mode et beauté;45.83595620638336, 1.2702374220987602
DE BUYER INDUSTRIES;40346757400014;25.99A;Fabrication d’articles métalliques ménagers (25.99A);GRAND-EST;2019-12-23;2024-12-20;Arts de la table;47.950178, 6.523566
ATELIER HENRI GOHIN;34783092900019;32.20Z;Fabrication d’instruments de musique (32.20Z);ILE-DE-FRANCE;2019-12-23;2024-12-20;Culture et Communication;49.076517, 2.02537
L'ORFÈVRERIE D'ANJOU;87914304800012;25.99B;Fabrication d’autres articles métalliques (25.99B);PAYS-DE-LA-LOIRE;2020-02-20;2025-02-17;Arts de la table;47.489036, -0.509194
NORTIER EMBALLAGES;57202782900058;17.21B;Fabrication de cartonnages (17.21B);ILE-DE-FRANCE;2020-03-16;2025-03-14;Equipements Industriels, Médicaux, Mécaniques;49.051764, 2.141776
CRÉATION D. GUIDOTTI;57212568000031;25.72Z;Fabrication de serrures et de ferrures (25.72Z);OCCITANIE;2020-07-30;2025-07-28;Ameublement et Décoration;43.456593, 1.979912
ROY BAIERLEN (MUSÉE ATELIER D'HORLOGERIE ANCIENNE);32861782400052;95.25Z;Réparation d’articles d’horlogerie et de bijouterie (95.25Z);PROVENCE-ALPES-COTE D'AZUR;2020-10-01;2025-09-29;Ameublement et Décoration;45.832948, 1.271918
RÊVE DE BAGAGES;50326237000011;47.72B;Commerce de détail de maroquinerie et d’articles de voyage (47.72B);GRAND-EST;2021-01-14;2026-01-12;Mode et beauté;48.91682862992363, 2.2458419538028696
ATELIER DU BOIS DORÉ;31450411900053;96.09Z;Autres services personnels n.c.a. (96.09Z);ILE-DE-FRANCE;2021-09-22;2026-09-20;Ameublement et Décoration;48.858696, 2.331518
PARQUETERIE DU BEAU SOLEIL;32368545300017;16.10A;Sciage et rabotage du bois, hors imprégnation (16.10A);BOURGOGNE-FRANCHE-COMTÉ;2021-10-29;2026-10-27;Equipements Industriels, Médicaux, Mécaniques;47.532642, 3.068913
HORLOGERIE ZIMMERMANN;30475578800029;95.25Z;Réparation d’articles d’horlogerie et de bijouterie;AUVERGNE-RHÔNE-ALPES;2021-11-21;2026-11-19;Ameublement et Décoration;45.436357, 4.389857
SAINT-CLAIR LE TRAITEUR;32617281400013;56.21Z;Services des traiteurs (56.21Z);ILE-DE-FRANCE;2021-12-13;2026-12-11;Gastronomie;49.04216130787474, 2.1425341828136295
ATELIER DES QUATRE COLLINES;44325620100023;15.12Z;Fabrication d’articles de voyage, de maroquinerie et de sellerie (15.12Z);AUVERGNE-RHÔNE-ALPES;2022-05-02;2027-04-30;Mode et beauté;45.252083, 5.020707
BRASSERIE 3 MONTS;33185949600019;11.05Z;Fabrication de bière (11.05Z);HAUTS-DE-FRANCE;2022-05-20;2027-05-18;Gastronomie;50.779209, 2.556845
ATELIER FREDERIC MATAN;49407342200011;23.70Z;Taille, façonnage et finissage de pierres (23.70Z);OCCITANIE;2022-10-10;2027-10-08;Architecture et Patrimoine Bâti;43.591028, 3.500426
LA GYPSERIE;81793920000025;43.31Z;Travaux de plâtrerie (43.31Z);NOUVELLE AQUITAINE;2022-10-13;2027-10-11;Architecture et Patrimoine Bâti;46.152219, -1.103528
ETS VICTOR MACHU;30048460700019;13.99Z;Fabrication d’autres textiles n.c.a. (13.99Z);HAUTS-DE-FRANCE;2022-10-24;2027-10-22;Mode et beauté;50.135581, 3.4335
BILLARDS CHEVILLOTTE SAS;50121893700016;32.40Z;Fabrication de jeux et jouets (32.40Z);ILE-DE-FRANCE;2022-11-02;2027-10-31;Loisirs et Transports;48.90977250735, 2.3575260441436443
Jean-Claude Condi;33344720900045;32.20Z;Fabrication d’instruments de musique (32.20Z);GRAND-EST;2022-12-22;2027-12-20;Culture et Communication;48.300442, 6.132581
MUZEO;44461274100058;46.73B;Commerce de gros (commerce interentreprises) d’appareils sanitaires et de produits de décoration (46.73B);ILE-DE-FRANCE;2023-03-28;2028-03-25;Culture et Communication;48.813937, 2.322653
CENTRE D'ACHATS ET DE VENTES D'ACCORDEONS PAR ABREVIATION CAVA FRANCE;52345010400014;46.18Z;Intermédiaires spécialisés dans le commerce d'autres produits spécifiques;AUVERGNE-RHÔNE-ALPES;2023-04-26;2028-04-23;Culture et Communication;45.785486, 5.003804
SOCIETE DES OCRES DE FRANCE;33215085300023;46.72Z;Commerce de gros (commerce interentreprises) de minerais et métaux (46.72Z);PROVENCE-ALPES-COTE D'AZUR;2023-05-09;2028-05-06;Equipements Industriels, Médicaux, Mécaniques;43.878106, 5.387122
AGGLOLUX-CBL;98542020700013;16.29Z;"Fabrication d’objets divers en bois ; fabrication d’objets en liège, vannerie et sparterie (16.29Z)";NOUVELLE AQUITAINE;2023-06-29;2028-06-26;Equipements Industriels, Médicaux, Mécaniques;43.723045, -1.344252
MANUFACTURE HORLOGERE VUILLEMIN;52530918300032;32.12Z;Fabrication d’articles de joaillerie et bijouterie (32.12Z);BOURGOGNE-FRANCHE-COMTÉ;2023-07-10;2028-07-07;Ameublement et Décoration;47.227675, 5.934124
ATELIERS A.S.;95450384300102;18.12Z;Autre imprimerie (labeur) (18.12Z);AUVERGNE-RHÔNE-ALPES;2024-01-09;2029-01-06;Equipements Industriels, Médicaux, Mécaniques;45.696596, 4.821004
BALSAN;43440368900012;13.93Z;Fabrication de tapis et moquettes;CENTRE-VAL-DE-LOIRE;2024-04-19;2029-04-17;Ameublement et Décoration;46.666374, 1.724547
PIGNAT SAS;96650490400014;33.20C;Conception d'ensemble et assemblage sur site industriel d'équipements de contrôle des processus industriels;AUVERGNE-RHÔNE-ALPES;2024-05-30;2029-05-28;Equipements Industriels, Médicaux, Mécaniques;48.313224754153076, 4.0801749384656985
TANNERIE REMY CARRIAT;57272196700014;15.11Z;"Apprêt et tannage des cuirs ; préparation et teinture des fourrures";NOUVELLE AQUITAINE;2025-02-26;2030-02-24;Mode et beauté;43.33621947199189, -1.4446084207933287
ATELIER 1515;85208586900018;25.71Z;Fabrication de coutellerie;AUVERGNE-RHÔNE-ALPES;2025-03-27;2030-03-25;Arts de la table;45.85595509956447, 3.5461810247654135
CONFISERIE PARIES;58272139500017;10.82Z;Fabrication de cacao, chocolat et de produits de confiserie;NOUVELLE AQUITAINE;2025-04-02;2030-03-31;Gastronomie;43.38830688203918, -1.6632346310180819
MUZZARELLI;39118844800032;43.99C;Travaux de maçonnerie générale et gros œuvre de bâtiment;OCCITANIE;2025-05-19;2030-05-17;Architecture et Patrimoine Bâti;43.7226156594546, 3.3221712550986138
TONNELLERIE DEMPTOS;45420212800038;16.24Z;Fabrication d'emballages en bois;Nouvelle-Aquitaine;2025-07-04;2030-07-02;Equipements Industriels, Médicaux, Mécaniques;44.74881798315313, -0.4295245892133673
CONFISERIE ADAM;91642012800016;10.82Z;Fabrication de cacao, chocolat et de produits de confiserie;GRAND-EST;2019-12-23;2024-12-20;Gastronomie;48.016621, 7.321732
LUXBAG;48516296000010;15.12Z;Fabrication d’articles de voyage, de maroquinerie et de sellerie (15.12Z);CENTRE-VAL-DE-LOIRE;2019-12-23;2024-12-20;Mode et beauté;47.348127, 1.297226
FEELING'S SYLVIE COQUET;43789032000017;23.41Z;Fabrication d’articles céramiques à usage domestique ou ornemental (23.41Z);NOUVELLE AQUITAINE;2020-02-20;2025-02-17;Arts de la table;45.714424, 1.566317
FRANCE TEINTURE;47939242500019;13.30Z;Ennoblissement textile (13.30Z);GRAND-EST;2020-03-16;2025-03-14;Equipements Industriels, Médicaux, Mécaniques;48.283906, 4.089045
A2C;39349822500019;17.21B;Fabrication de cartonnages;NOUVELLE AQUITAINE;2020-03-16;2025-03-14;Equipements Industriels, Médicaux, Mécaniques;45.624707, 0.16283
GROUPE PIERRE DE PLAN;34042974500029;23.61Z;Fabrication d’éléments en béton pour la construction (23.61Z);OCCITANIE;2020-03-16;2025-03-14;Ameublement et Décoration;44.042654, 1.11788
SOCIÉTÉ NOUVELLE DES CYCLES ALEX SINGER;66205293500019;30.92Z;Fabrication de bicyclettes et de véhicules pour invalides (30.92Z);ILE-DE-FRANCE;2020-03-16;2025-03-14;Equipements Industriels, Médicaux, Mécaniques;48.894829, 2.297566
LA CHAISERIE LANDAISE;30680946800011;31.09A;Fabrication de sièges d’ameublement d’intérieur (31.09A);NOUVELLE AQUITAINE;2020-03-16;2025-03-14;Ameublement et Décoration;43.539629, -1.107057
ATELIER PC MAURY;34090111500022;90.03A;Création artistique relevant des arts plastiques (90.03A);ILE-DE-FRANCE;2020-03-16;2025-03-14;Ameublement et Décoration;48.841419, 2.796234
JEAN RUIZ;32929626300026;14.39Z;Fabrication d’autres articles à mailles (14.39Z);AUVERGNE-RHÔNE-ALPES;2020-07-30;2025-07-28;Equipements Industriels, Médicaux, Mécaniques;46.034609, 4.057062
TANNERIE GARAT & FILS SARL;61272012800018;15.11Z;"Apprêt et tannage des cuirs ; préparation et teinture des fourrures (15.11Z)";NOUVELLE AQUITAINE;2020-07-30;2025-07-28;Equipements Industriels, Médicaux, Mécaniques;43.307559, -1.17334
LA TECHNI SOUDURE E. PEREZ;69850280400025;33.20A;Installation de structures métalliques, chaudronnées et de tuyauterie (33.20A);GRAND-EST;2021-09-09;2026-09-07;Equipements Industriels, Médicaux, Mécaniques;48.480285, 7.728867
SE MARC LEMERCIER;40847897200032;32.12Z;Fabrication d’articles de joaillerie et bijouterie (32.12Z);ILE-DE-FRANCE;2021-12-13;2026-12-11;Mode et beauté;48.88413935208124, 2.3281427384591407
ATELIER MOULINIER;82856496300019;90.03A;Création artistique relevant des arts plastiques (90.03A);CENTRE-VAL-DE-LOIRE;2022-03-24;2027-03-22;Architecture et Patrimoine Bâti;47.779311, 0.995579
CONCHER AMEUBLEMENT - SOCA;32385584100025;31.01Z;Fabrication de meubles de bureau et de magasin (31.01Z);PAYS-DE-LA-LOIRE;2022-03-31;2027-03-29;Ameublement et Décoration;47.280479, -1.462546
TOFFOLO ET FILS;40753579800026;43.39Z;Autres travaux de finition;GRAND-EST;2022-04-14;2027-04-12;Architecture et Patrimoine Bâti;49.280868, 4.030259
PAELIS;85279546700012;16.29Z;"Fabrication d’objets divers en bois ; fabrication d’objets en liège, vannerie et sparterie (16.29Z)";AUVERGNE-RHÔNE-ALPES;2022-05-02;2027-04-30;Ameublement et Décoration;45.770381, 4.852091
CANADELL;32427434900012;02.20Z;Exploitation forestière;OCCITANIE;2022-06-03;2027-06-01;Equipements Industriels, Médicaux, Mécaniques;43.316072, 0.365554
ETS BONDIL ET FILS;33178560000023;23.41Z;Fabrication d’articles céramiques à usage domestique ou ornemental (23.41Z);PROVENCE-ALPES-COTE D'AZUR;2022-06-21;2027-06-19;Arts de la table;43.847249, 6.222323
MULTIPLAST;32350433200020;30.12Z;Construction de bateaux de plaisance (30.12Z);BRETAGNE;2022-11-28;2027-11-26;Equipements Industriels, Médicaux, Mécaniques;47.633805, -2.762612
SN BILLON CENTRE;80853350900010;43.99C;Travaux de maçonnerie générale et gros œuvre de bâtiment (43.99C);CENTRE-VAL-DE-LOIRE;2022-12-08;2027-12-06;Architecture et Patrimoine Bâti;47.119888, 0.188277
LOGIS HOME;79214588000029;43.34Z;Travaux de peinture et vitrerie (43.34Z);AUVERGNE-RHÔNE-ALPES;2022-12-12;2027-12-10;Architecture et Patrimoine Bâti;45.627756, 5.422859
LA FORGE;34910577500028;25.50A;"Forge, estampage, matriçage ; métallurgie des poudres";PROVENCE-ALPES-COTE D'AZUR;2023-05-09;2028-05-06;Architecture et Patrimoine Bâti;43.971593, 4.986176
Denoix;35292027600016;11.01Z;Production de boissons alcooliques distillées (11.01Z);NOUVELLE AQUITAINE;2023-06-07;2028-06-04;Gastronomie;45.156657, 1.532674
P.G.M. COUESNON;41252939800023;32.20Z;Fabrication d’instruments de musique (32.20Z);HAUTS-DE-FRANCE;2023-06-26;2028-06-23;Culture et Communication;49.037341, 3.411798
La Botte Gardiane - M.A.G. Sarl;40211542200022;15.20Z;Fabrication de chaussures (15.20Z);OCCITANIE;2023-09-13;2028-09-10;Mode et beauté;43.71088878475696, 4.195568953339623
TANNERIE DE VIVOIN;80519752200032;15.11Z;"Apprêt et tannage des cuirs ; préparation et teinture des fourrures (15.11Z)";PAYS-DE-LA-LOIRE;2023-12-28;2028-12-25;Mode et beauté;48.255494, 0.14965
ATELIERS BERNARD GUERIN;41095952200021;43.32A;Travaux de menuiserie bois et PVC (43.32A);OCCITANIE;2024-03-25;2029-03-23;Architecture et Patrimoine Bâti;43.949234, 2.484098
BALLAUFF;34172823600025;16.29Z;"Fabrication d’objets divers en bois ; fabrication d’objets en liège, vannerie et sparterie (16.29Z)";ILE-DE-FRANCE;2024-04-11;2029-04-09;Ameublement et Décoration;48.978557, 1.711546
ETABLISSEMENTS GABRIEL BOUDIER;01575398100016;11.01Z;Production de boissons alcooliques distillées (11.01Z);BOURGOGNE-FRANCHE-COMTÉ;2024-09-20;2029-09-18;Gastronomie;47.34545237614208, 5.066556947594318
LE GARDE TEMPS;81949134100015;95.25Z;Réparation d'articles d'horlogerie et de bijouterie;PROVENCE-ALPES-COTE D'AZUR;2025-01-31;2030-01-29;Mode et beauté;43.46855805495071, 5.4504475970752395
ATELIER CLUBSPIRIT;80304826300013;31.09B;Fabrication d’autres meubles et industries connexes de l’ameublement;GRAND-EST;2025-02-13;2030-02-11;Ameublement et Décoration;48.3811801099733, 5.676348097284177
DAUMET;81957513500010;72.19Z;Recherche-développement en autres sciences physiques et naturelles;ILE-DE-FRANCE;2025-03-21;2030-03-19;Mode et beauté;48.85180532904752, 2.2928071231154714
ADENIO;83204145300032;14.19Z;Fabrication d'autres vêtements et accessoires;Auvergne-Rhône-Alpes;2025-04-21;2030-04-19;Mode et beauté;45.687118459321525, 4.766492982627623
GUILLAUME DUROST;53868215400025;23.19Z;Fabrication et façonnage d'autres articles en verre, y compris verre technique;NOUVELLE AQUITAINE;2025-05-26;2030-05-24;Architecture et Patrimoine Bâti;45.857985274981345, 1.252727084029637
ETABLISSEMENTS MALEVILLE;39346570300022;31.09B;Fabrication d’autres meubles et industries connexes de l’ameublement;ILE-DE-FRANCE;2025-06-03;2030-06-01;Equipements Industriels, Médicaux, Mécaniques;48.86012422666512, 2.308495555908098
Paul  (BAUBY);30440344700028;47.78C;Autres commerces de détail spécialisés divers;OCCITANIE;2025-06-11;2030-06-09;Ameublement et Décoration;42.69165511741875, 2.9134532268838664
LESAGE PARIS SA;59201198500047;13.99Z;Fabrication d'autres textiles n.c.a.;ILE-DE-FRANCE;2025-06-26;2030-06-24;Mode et beauté;48.90152776116329, 2.3715601570786387
M.S.I;53429479800028;14.13Z;Fabrication de vêtements de dessus;Auvergne-Rhône-Alpes;2025-06-26;2030-06-24;"Fournitures, Équipements et Matériaux;Haute-couture et prêt-à-porter";45.94864362678272, 4.215729539751633
DESEVEDAVY PIANOS;95005227400061;47.59B;Commerce de détail d'autres équipements du foyer;Pays de la Loire;2025-07-29;2030-07-27;"Culture et Communication;Musique";47.24826541585589, -1.6083186724773728
Maison Richart;41140679600010;10.82Z;Fabrication de cacao, chocolat et de produits de confiserie;AUVERGNE-RHÔNE-ALPES;2019-08-30;2024-08-27;Gastronomie;45.93857119420682, 4.967044567099965
Imprimerie Papeterie La Monnaie;79263169900016;18.12Z;Autre imprimerie (labeur) (18.12Z);NOUVELLE AQUITAINE;2019-08-30;2024-08-27;Culture et Communication;43.29452421776803, -0.3769664042305726
SEPTI;41038062000014;25.73B;Fabrication d'autres outillages;PAYS-DE-LA-LOIRE;2019-08-30;2024-08-27;Equipements Industriels, Médicaux, Mécaniques;47.0763887897649, -0.8605945635090547
